"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Compravendes","Nombre"
2023,3,9,"Sant Andreu",61,"la Sagrera","Habitatge usat","53"
2023,3,9,"Sant Andreu",62,"el Congrés i els Indians","Habitatge usat","17"
2023,3,9,"Sant Andreu",63,"Navas","Habitatge usat","42"
2023,3,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Habitatge usat","87"
2023,3,10,"Sant Martí",65,"el Clot","Habitatge usat","36"
2023,3,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Habitatge usat","23"
2023,3,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Habitatge usat","18"
2023,3,10,"Sant Martí",68,"el Poblenou","Habitatge usat","88"
2023,3,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Habitatge usat","29"
2023,3,10,"Sant Martí",70,"el Besòs i el Maresme","Habitatge usat","55"
2023,3,10,"Sant Martí",71,"Provençals del Poblenou","Habitatge usat","23"
2023,3,10,"Sant Martí",72,"Sant Martí de Provençals","Habitatge usat","51"
2023,3,10,"Sant Martí",73,"la Verneda i la Pau","Habitatge usat","55"
2023,3,99,"No consta",99,"No consta","Habitatge usat","27"
